Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Shakyamuni Triad:  Buddha Attended by Manjushri and Samantabhadra,Unknown,1300s,1982.25,Painting,"China, Yuan (1271-1368) or early Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1982.25/1982.25_web.jpg
Ceremonial Uniform: Jacket,Unknown,1644–1911,1918.560.1.a,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.a/1918.560.1.a_web.jpg
Ceremonial Uniform: Skirt,Unknown,1644–1911,1918.560.1.b,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.b/1918.560.1.b_web.jpg
Ceremonial Uniform: Groin Apron,Unknown,1644–1911,1918.560.1.c,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.c/1918.560.1.c_web.jpg
Ceremonial Uniform: Left Shoulder Flap,Unknown,1644–1911,1918.560.1.d,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.d/1918.560.1.d_web.jpg
Ceremonial Uniform: Right Shoulder Flap,Unknown,1644–1911,1918.560.1.e,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.e/1918.560.1.e_web.jpg
Ceremonial Uniform: Armpit Gusset,Unknown,1644–1911,1918.560.1.f,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.f/1918.560.1.f_web.jpg
Ceremonial Uniform: Center Flap,Unknown,1644–1911,1918.560.1.g,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.g/1918.560.1.g_web.jpg
Ceremonial Uniform: Front Metal Plate,Unknown,1644–1911,1918.560.1.h,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.h/1918.560.1.h_web.jpg
Ceremonial Uniform: Back Metal Plate,Unknown,1644–1911,1918.560.1.i,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.i/1918.560.1.i_web.jpg
Flowers and Rocks,Unknown,1368–1644,1915.116,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.116/1915.116_web.jpg
Hollow Tile:  Column from Tomb-Chamber Doorway,Unknown,2nd Century,1915.68,Ceramic,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1915.68/1915.68_web.jpg
Landscapes,"Ren Yu (Chinese, 1853–1901)",1892,1915.97,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1915.97/1915.97_web.jpg
Coins,Unknown,1736–95,1918.793,Coins,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1918.793/1918.793_web.jpg
Lion,Unknown,1662–1722,1930.642,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.642/1930.642_web.jpg
Lion,Unknown,1662–1722,1930.642.a,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.642.a/1930.642.a_web.jpg
Lion (base),Unknown,1662–1722,1930.642.b,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.642.b/1930.642.b_web.jpg
Lion,Unknown,1662–1722,1930.643,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.643/1930.643_web.jpg
Lion,Unknown,1662–1722,1930.643.a,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.643.a/1930.643.a_web.jpg
Lion (base),Unknown,1662–1722,1930.643.b,Sculpture,"China, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1930.643.b/1930.643.b_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.544,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.544/1947.544_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.545,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.545/1947.545_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.547,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.547/1947.547_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.548,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.548/1947.548_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.549,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.549/1947.549_web.jpg
Thumb Ring,Unknown,1800s–1900s,1947.551,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.551/1947.551_web.jpg
Mirror,Unknown,206 BC-AD 220,1995.11,Metalwork,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1995.11/1995.11_web.jpg
"Receiving Surrender from the Eli: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74; poem dated 1755,1998.103.1,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.1/1998.103.1_web.jpg
"Battle at Heshi Kuluke: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1766,1998.103.10,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.10/1998.103.10_web.jpg
"Battle at A'erchu'er: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1766,1998.103.11,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.11/1998.103.11_web.jpg
"Battle at Yixi'er Ku'ernao'er: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1766,1998.103.12,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.12/1998.103.12_web.jpg
"Khan of Bada Shan Presenting Tribute: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1759,1998.103.13,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.13/1998.103.13_web.jpg
"The Presentation of Uigur Captives: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Denis Attiret (French, 1702–1768)",c. 1765–74; poem dated 1760,1998.103.14,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.14/1998.103.14_web.jpg
"Rewards to Generals and Officers in Quelling the Uigurs: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1760,1998.103.15,Print,"China, Qing dynasty (1644–1911), Qianlong period (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.15/1998.103.15_web.jpg
"The Victory Banquet: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems",Unknown,c. 1765–74; poem dated 1760,1998.103.16,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.16/1998.103.16_web.jpg
"Victory at Heluo Heshi: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Denis Attiret (French, 1702–1768)",c. 1765–74; poem dated 1758,1998.103.4,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.4/1998.103.4_web.jpg
"Battle of Kulongkui: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1766,1998.103.5,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.5/1998.103.5_web.jpg
"Chieftain Wushe Surrendering the City: from Battle Scenes of the Quelling of the Rebellions in the Western Regions, with imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1758,1998.103.6,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.6/1998.103.6_web.jpg
"Breaking Through the Siege at Hesui: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74; poem dated 1759,1998.103.7,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.7/1998.103.7_web.jpg
"Great Victory at Hu'erman: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Jean Damascene Sallusti (Italian, d. 1781)",c. 1765–74; poem dated 1759,1998.103.8,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.8/1998.103.8_web.jpg
"Battle at Tunggushi Luke: from Battle Scenes of the Quelling of the Rebellions in the Western Regions, with Imperial Poems",Unknown,c. 1765–74; poem dated 1766,1998.103.9,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.9/1998.103.9_web.jpg
Set of Bells with Diamond-Shaped Insignia,Unknown,300s–100s BC,1998.77,Metalwork,"China, along the southern borders, Eastern Zhou dynasty (771-256 BC) - Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1998.77/1998.77_web.jpg
Bell with Diamond-Shaped Insignia,Unknown,300s–100s BC,1998.77.1,Metalwork,"China, along the southern borders, Eastern Zhou dynasty (771-256 BC) - Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1998.77.1/1998.77.1_web.jpg
Bell with Diamond-Shaped Insignia,Unknown,300s-100s BC,1998.77.2,Metalwork,"China, along the southern borders, Eastern Zhou dynasty (771-256 BC) - Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1998.77.2/1998.77.2_web.jpg
Bell with Diamond-Shaped Insignia,Unknown,300s–100s BC,1998.77.3,Metalwork,"China, along the southern borders, Eastern Zhou dynasty (771-256 BC) - Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1998.77.3/1998.77.3_web.jpg
Bell with Diamond-Shaped Insignia,Unknown,300s–100s BC,1998.77.4,Metalwork,"China, along the southern borders, Eastern Zhou dynasty (771-256 BC) - Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1998.77.4/1998.77.4_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260/1999.260_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.a,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.a/1999.260.a_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.b,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.b/1999.260.b_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.c,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.c/1999.260.c_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.d,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.d/1999.260.d_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.e,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.e/1999.260.e_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.f,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.f/1999.260.f_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.g,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.g/1999.260.g_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.h,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.h/1999.260.h_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.i,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.i/1999.260.i_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.j,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.j/1999.260.j_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.k,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.k/1999.260.k_web.jpg
Album of Calligraphy and Paintings,"Bian Shoumin (Chinese, 1684–1752)",first half of the 1700s,1999.260.l,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1999.260.l/1999.260.l_web.jpg
Flowering Plants,"Wu Rangzhi (Chinese, 1799–1870)",1862,2000.7,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2000.7/2000.7_web.jpg
Bowl with Yellow Glaze,Unknown,1821–50,2003.263,Ceramic,"China, Qing dynasty (1644-1911), Daoguang mark and reign (1821-50)",https://openaccess-cdn.clevelandart.org/2003.263/2003.263_web.jpg
Large Bowl with Yellow Enamel,Unknown,1821–50,2003.264,Ceramic,"China, Qing dynasty (1644-1911), Daoguang mark and reign (1821-50)",https://openaccess-cdn.clevelandart.org/2003.264/2003.264_web.jpg
Jar with Dragon,Unknown,1271–1368,1948.215,Ceramic,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1948.215/1948.215_web.jpg
Landscape Album in Various Styles: Landscape after Ni Zan,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.1,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.1/1955.37.1_web.jpg
Landscape Album in Various Styles: Landscape after Wu Zhen,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.10,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.10/1955.37.10_web.jpg
Landscape Album in Various Styles: Snowy Landscape,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.11,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.11/1955.37.11_web.jpg
Landscape Album in Various Styles: Shibiao Waiting for the Moon,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.12,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.12/1955.37.12_web.jpg
Landscape Album in Various Styles: Landscape with Artist on a Bridge,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.7,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.7/1955.37.7_web.jpg
Belt Hook,Unknown,475–221 BC,1950.249,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1950.249/1950.249_web.jpg
Belt Buckle with Animals,Unknown,202 BC-9,1952.116,Metalwork,"China, Ordos region, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1952.116/1952.116_web.jpg
Rectangular Wine Cup (Zun) with Dragon,Unknown,1700s,1952.500,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1952.500/1952.500_web.jpg
Collared Disk (Huan),Unknown,c. 1600–1050 BC,1952.583,Jade,"China, Shang dynasty (c.1600-c.1046 BC)",https://openaccess-cdn.clevelandart.org/1952.583/1952.583_web.jpg
Vase with Cover,Unknown,1662–1722,1954.574,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1954.574/1954.574_web.jpg
Vase with Cover,Unknown,1662–1722,1954.574.a,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.574.a/1954.574.a_web.jpg
Vase with Cover (lid),Unknown,1662–1722,1954.574.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1954.574.b/1954.574.b_web.jpg
Vase with Cover,Unknown,1661–1722,1954.575,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.575/1954.575_web.jpg
Vase with Cover,Unknown,1661–1722,1954.575.a,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.575.a/1954.575.a_web.jpg
Vase with Cover (lid),Unknown,1661–1722,1954.575.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.575.b/1954.575.b_web.jpg
Vase with Cover,Unknown,1661–1722,1954.576,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.576/1954.576_web.jpg
Vase with Cover,Unknown,1661–1722,1954.576.a,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.576.a/1954.576.a_web.jpg
Vase with Cover (lid),Unknown,1661–1722,1954.576.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.576.b/1954.576.b_web.jpg
Vase,Unknown,1661–1722,1954.577,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.577/1954.577_web.jpg
Vase,Unknown,1661–1722,1954.578,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/1954.578/1954.578_web.jpg
Two-Eared Jar,Unknown,1200s-1300s,1956.706,Ceramic,"China, Henan province, Yuxian, Jin dynasty (1115-1234) - Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1956.706/1956.706_web.jpg
